userName,score,content,at
Anton Busyairi,3,"Susah banget ,masuk nya...",2022-04-02 12:30:50
roger,1,"Gak ada aplikasi pemerintahan yang bagus satu pun, masih mendingan swasta kalau bikin aplikasi niat, mempermudah pengguna. Ini malah punya pemerintah kalah jauh sama punya swasta...sampah beud dah",2022-04-02 00:39:35
Wahyuni orpa Dethan (mama biancio),1,Sangat buruk aplikasinya. Tiap mau masuk ke menu aplikasi langsung keluar harus ulang lagi masuk baru masuk ke menu,2022-03-31 23:17:10
xin nu,1,Mau daptar aja susah,2022-03-31 15:52:20
Erwin,1,GK jelas... Semoga hari mu senin,2022-03-31 15:48:15
Topik Ts,5,semoga berhasil lapor,2022-03-31 15:32:23
Hotman p Nainggolan,5,Ok,2022-03-31 10:03:01
Tohir shofi,3,Mayan,2022-03-31 04:22:46
Andy Setyo Utomo,1,Eror dan tidak berguna !!!!!,2022-03-31 02:57:11
Sandy Munandar,1,Bukan Makin Enak Tapi Makin Rumit.,2022-03-30 12:12:39
M rizqie sihab,5,Aduh kmha ie teh,2022-03-30 03:22:15
Irpan Akbar,5,Mantap,2022-03-29 15:59:43
ari gunawan,1,"Validasi data, validasi data, validasi data gituuuu aja terus sampe presiden Ukraina joinan rokok bareng sama presiden rusia👎gak bayar pajek juga gak rugi!",2022-03-29 14:21:41
Ayah Baim,1,Mau taat tapi ribet. Bank aja urusan duit gede gak pake efin. Sudah Bayar pajak harus lapor harus ngurus efin. Ribet amat anjir,2022-03-29 08:44:32
Fajar Kurniawan,1,Server lemot sama lemotnya inovasi pemerintah...,2022-03-29 06:30:55
Eli Winarno,5,Belum saya coba,2022-03-29 02:10:18
bagusfebrianto132,1,Ribet banget mau ngurus pajak,2022-03-28 13:18:14
Andi l Cacao Putra,3,Ok,2022-03-28 10:03:19
Susti Aminingsih,5,Baik,2022-03-28 08:14:21
Aspekstiawan,1,"Kita juga tau kalau lapor SPT tahunan itu kewajiban dan tidak pernah tidak mau melaporkan, tapi cara lapor nya itu ribet banget kalau orang yang belum paham bener, pokoknya bukan ga mau lapor tapi perbaiki cara yang mudah, sosialisasi nya juga ga ada. Mudah2an ada perbaikan dari dirjen pajak,",2022-03-28 06:13:04
Rizky Wahyudi,1,Nunggu kode Verifikasi e filling di web lama bener. Giliran kode dah dapet malah sesi telah berakhir. Tingkatkan lah servernya.,2022-03-28 06:11:01
Indah Mayangsari,3,Validasi lama setengah hr gk ada kemajuan. Udh di update juga gak bisa. Datang kekantor cmn di ksh brosur trus sruh pulang. Gak di terangin cara2nya,2022-03-28 04:57:11
Om _Dero,1,Pajak wajib lapor agar tak kena denda? Sistem dipersukit agar kena denda? #rakyatkecilbertanya,2022-03-28 02:54:05
Mufti,1,HAPUS AJA APLIKASINYAA. PELAYANAN ONLINE SIHUK TERUS. GAK MEMBANTUU!!!,2022-03-28 01:38:22
Kopi Jahe,3,Ujung2nya lapor online via web. 😄,2022-03-27 15:37:17
MOH ILYAS,5,Paling membantu,2022-03-27 12:29:23
Muhammad Abdul Zaky,1,Mau validasi data refresh berulang masih tetap gagal. Aplikasi terkesan tidak siap,2022-03-27 08:47:15
Marchoes Henwa,5,Bagus,2022-03-26 04:30:01
DEMOKRASI SUCI,5,Ok,2022-03-25 02:07:16
Al Qomal,5,Kita sebagai warga negara Wajib pajak,2022-03-24 13:42:31
agus subastian,5,di pelajarin dulu,2022-03-24 10:49:45
Zoel Bae,1,Tidak bs dibuka....,2022-03-24 10:15:12
Dunia Jati Belanda Dunia Jati Belanda,1,Saya mau bayar pajak. Tapi masih sulit. Gak bayar saya di tagih. Mohon di buat simpel saja. Kaya login ke Facebook.. Kalau lupa efin atau belum punya efin. Bisa langsung lewat aplikasi. Gak usah repot datang ke kantor. Aplikasinya udah Oke. Cuma caranya aja masih sulit. Tolong segera di tambahkan saran saya. Supaya saya bayar pajak. Tak perlu datang ke kantor. Ngambil efin doang. Terimakasih.,2022-03-23 14:41:07
Muhammad Luqman Hakim,1,"Hidup makin susah ajah bikin npwp ga pernah berhasil, susah jdi rakyat indonesia",2022-03-23 13:28:20
Crown MC,5,"Bagus ,mudah kok gk ribet ribet amat,daftar online sampe kartu sampe di tangan lancar tanpa hambatan,tapi suka kesel sama ni aplikasi,suka log out sendiri.untuk efin juga cuma tinggal email aja,efin di kirim ke kita dalam bentuk file pdf,semuanya di urus secara online dari daftar sampe tuntas,the best menurut ku soalnya kita gk perlu ke kantor lagi,yg ngeluh mungkin cuma kurang paham aja.",2022-03-23 11:50:19
Joko Prayitno,1,"Aplikasinya sebenarnya bagus, cuma waktu mendaftar dan memasukkan data diri pribadi selalu ada masalah di servernya,dan juga ketika data sudah lengkap tapi ketika ingin mengeklik validasi data nya gak bisa kayak cuma loading terus,sama ketika ingin login waktu memasukkan kode captcha-nya itu padahal sudah benar tapi di next selalu disuruh ulang/salah jadi harus berkali-kali memasukkan kode captcha-nya.Tolong untuk segera diperbaiki aplikasinya karena bagi UMKM ini sangat DIBUTUHKAN!! TERIMAKASIH",2022-03-23 11:21:27
Dikter Sib,5,Sangat mudah,2022-03-23 06:57:37
Aep Hendra,1,"Sangat ribet padahal cuma mau bayar, bukan mau ngmbil Padahal udah sadar mau bayar pajak",2022-03-23 04:33:18
Daenk ady,5,"1.Untuk teman2 yang susah loging pastikan saat masukan nomor npwp jumlah angka 15 digit tanpa menggunakan tanda titik atau tanda strip kurang ,2. saat sudah memasukan no npwp cocokan lagi nomor npwp yang anda masukan dengan nomor npwp yg ada di kartu anda,3.masukan kode sandi atau pasword anda,trus pencet login, Kebanyakan kasus yg susah login di aplikasi karna kurang memasukan jumlah digit di kolom nomor NPWP",2022-03-22 17:24:38
Ushlan Affandy,5,akses nya koq bisa secepat kilat ya.... gak seperti yg lain nya...,2022-03-22 10:58:09
si bolang,1,"Lupa password gak dikirim² tuh kode verifikasinya, sampek hafal NPWP & efin gr² sering masukin. Perbaikilah apknya, 2018 padahal baik² aja nih aplikasi",2022-03-22 02:48:00
Muhammad Asganda,1,"""WAJIB LAPOR PAJAK"" pas ngelapor malah dipersulit",2022-03-22 00:35:36
Lilik Nusantoro,1,"Kenapa mau lapor pajak saja susah ya,nanti gak lapor salah,saya sangat menyayangkan kita sudah di bayar dari perusahaan kenapa suruh lapor lagi.sangat terlalu berbelit2 nih untuk masalah perpajakan ini.tolong pengertianya dan di perhatikan keluhan masyrakat yang taat ini.saya harap bikin mudah biar yang masyrakat awam juga bisa dengan mudah menggunakanya",2022-03-21 22:33:26
Nita Dewi,1,"Offline ribet & cuek bgt pegawainya, da gtu d suruh online dulu.. Giliran online Down mulu servernya.. Udah gtu dm g d respon.. Gini klo telat di denda.. Hadeeh.. Gini amat birokrasi plat merah..",2022-03-21 14:15:35
Muhammad Rafiullah Muadzin,1,Gx bisa e-Filling yah,2022-03-21 13:53:40
dnl Film,1,"Kita bayar, kita yang lapor. Kebalik",2022-03-21 12:53:18
Nuryasin Yaasiin,1,"Aplikasi bobrok, tidak membantu sama sekali..",2022-03-21 10:24:45
Asman Ginting,4,Mantap 👍,2022-03-21 06:52:46
Arta Gumilar,1,Aplikasi tolol kek yang buat,2022-03-21 03:36:56
Jimar Moko,5,Ok,2022-03-21 03:24:37
One Franss91,5,Ok,2022-03-20 17:19:59
Afandy Schade,1,Mau masuk login aja susah banget. Minta kode ferifikasi lewat email gak di kirimi. Gantian selang minta kode ferifikasi ke dua Yang pertama baru muncul. Akhirnya kan kode kadaluarsa. Gak bisa buat login. Minta kode lagi yang ketiga. Yanng kedua bari di kasih. Gitu teros sampe minta kode ferifikasi 10 kali. Ngapaiin coba gitu aja di persulit.. Mohon segera di follow up nya Sat set,2022-03-19 10:47:51
Muhammad Sulhan Tanjung,1,"cuma gambar² doang, gak bisa di klik, gak bisa pergi kemana²... dasar vendor cupu",2022-03-19 07:20:10
Dedi Setiawan,1,jangn persulit kalau daftar,2022-03-19 03:02:48
eko maulana,1,"Aplikasi nggak jelas blass, cuma berisi berita2 yang nggak bermanfaat...",2022-03-19 02:22:37
Kaffah El khudri,1,"Kaga bagus,..bikin puyeng pala",2022-03-18 12:13:35
arfanruz M,1,Buang-buang kuota aja ...,2022-03-18 10:51:52
Yayasan NH,4,bagus,2022-03-18 06:46:32
Ahmad J,1,Apk apa ini lapor SPT tahunan selalu eror,2022-03-18 03:04:10
Fad Rfnd,1,Tetap saja isi spt harus kudu mesti lewat pc. Jadinya ini aplikasi gak guna,2022-03-18 01:12:08
Rama yani Rama yani,5,Mantap,2022-03-17 14:39:32
Yusep Mukarom,5,Membantu bagus,2022-03-17 13:33:28
Ardi Yanuar,4,Ini g bisa buat lapor pajak y??,2022-03-17 10:24:06
Cecilia Eviyanti,1,Jauh dari kata layak,2022-03-17 04:27:36
Irwan Fikri,1,"Sebaiknya disempurnakan tidak hanya sebatas informasi,akan tetapi di tambahkan fitur pelaporan SPT yang lebih mudah/lebih sederhana dari versi web. Karena info perpajakan bisa dengan mudah didapatkan,akan tetapi pelayanan dalam hal pelaporan SPT ini dari dahulu yang selalu sulit .terimakasih",2022-03-16 15:11:18
El Kemal,1,Ok,2022-03-16 10:39:25
ibu maesaroh,2,💪,2022-03-16 09:28:46
أجوس سوسانتو,5,👍👍👍👍👍,2022-03-16 08:44:56
Ella Hidayah,2,Ribet,2022-03-16 08:38:44
Muhamad Taufiqul Naufal,1,"WEB E FILLING SPT HARI INI ZONK LAGI PPKM ZONK LAGI PSBB ZONK LAGI PUASA ZONK, E FILLING ZONK (KALAH SAMA BCA) payah",2022-03-16 06:49:17
De Ki,5,ya bgus,2022-03-16 05:13:48
Andre Lai,4,Susah amat di hubugi dari pagi sampai 4/5jam masi sibuk terus chat juga sibuk terus,2022-03-16 03:13:49
Sopian Sopianpian,2,"Aplikasi ribet,nggk mutu,mempersulit",2022-03-15 06:31:00
ImTasyaa,1,"Jujur, ga puas bgt sm apk ni. Pengen dipermudah malah makin ribet. Selalu susah login, dan akhirnya tetep harus ke kantor pajak.",2022-03-15 06:05:35
Propan Paint Sinar Abadi Home Centre,5,bagus aplikasinyaa,2022-03-13 12:30:43
mukhti putra,5,Mantap,2022-03-13 00:04:58
Wahyu Pribadi,1,Gak web gak aplikasi g guna pengen lapor SPT aja ribet banget sinyal 4g+ pulau Jawa aja kaya gini apalagi tempat lain orang it di dirjen pajak pada g mampu apa gmn buat layanan masyarakat yg memepermudah ribet lemot,2022-03-12 14:18:57
Masdianto Angkat,5,👍,2022-03-12 08:35:24
agung maulana nugraha,5,Ok,2022-03-11 14:24:51
Fandik Satya,1,Mohon kalo online EFiN nya otomatis atau di buat paswod biasa aja. Percuma ujungnya juga datang ke kantor pajak. Apa lagi sedang di pedalaman susah akses susah sinyal. Jika tidak lapor kita juga yang di salah kan,2022-03-11 13:31:09
Istafir,5,Mantap,2022-03-11 03:59:42
A. Khoirul Fathoni,5,Good job Terimakasih DJP,2022-03-11 00:40:05
Firdaus “Firdausabizar” Abizar,5,Mantap app nya,2022-03-11 00:37:53
dimas saputra,5,Ok,2022-03-10 12:33:41
Menang Diribed,1,Pajak udah bayar.. Suruh lapor.. Lapor nya ribed bgt... Prosesing terus.. Server sibuk apa gimana sih,2022-03-10 11:51:42
Intan Mayasary,1,"Ga ngerti aplikasi djp online yg baru ini fungsinya buat apa. Biar bisa bayar pajak online? Mohon maaf nih ya, 80% pekerja di Indonesia yg bayar pajak hanyalah karyawan suatu pabrik/perusahaan, itu juga otomatis dipotong gaji, jd ga akan bayar sendiri, kita cuma tinggal LAPOR. Masih mending applikasi yg lama, kita bisa isi e-filling buat pelaporan pajak di app-nya. Info Kantor KPP terdekat juga buat apa coba? toh klo ke kantornya kita disuruh online kok. Untung app yg lama blm aku hapus.",2022-03-10 04:31:34
Iqbal ali s,1,"Gak prima , gak efesien , gak bagus , mempersulit , gak bagus , memperlambat , makanya bikin aplikasi itu update ke didukcapil secara berkala jangan setahun sekali NIK aktif bilang tidak ditemukan , gak ada solusinya mending ganti aja aplikasinya yang lebih bagus kalo emang niat mau melayani dengan bagus",2022-03-10 04:28:40
Tat Chow,1,Menu pelaporan SPT tahunan di mana?????,2022-03-10 02:01:04
asune koe,3,bagaimana cara untuk pelaporan bukti potongan pajak pph21 di aplikasi?,2022-03-10 00:58:39
Mursalim,1,Ga bisa di cetak bangke,2022-03-09 18:31:19
Muhammad Supriyanto,1,Pajak buat bayar aparat yang se enak nya kepada rakyat 🤑,2022-03-09 08:51:00
wong gunung,1,daftar no kk nik benar tapi gak terdaftar ya udah kalau gak bayar pajak. jgn salahkan gw.,2022-03-09 08:08:07
_KRRN 999,1,"Apa apa di persulit datang ke kantornya langsung tidak di layani, daftar lewan online gajelas, emang kalo urusan sama pemerintah apa apanya susah bikin muakkk",2022-03-09 07:53:53
bel DRAA,5,Oke,2022-03-09 05:40:55
Ahmad Nurdiansyah,1,Payah disuruh lapor spt tahunan tapi servernya lemot. Haduh,2022-03-09 03:42:18
Rahmat Akhtar,3,Tes dl,2022-03-09 01:36:49
Kensiwin Narasuari,5,saya merasa puas,2022-03-08 14:30:31
Wiwid Wijayanto,1,Eror,2022-03-08 13:07:19
Andhika Hari,1,Daftar NPWP online sangat sulit,2022-03-08 13:03:31
fony purba,3,Kadang ada kendala saat membuka aplikasi. Lama tidak muncul,2022-03-08 09:44:46
Muhammad Suhadi,1,Ribet buat dapetin efin.mau bayar pajak aja di persulit.,2022-03-08 04:00:42
Soleh Imamm,1,Jelek banget parahh... Apalagi kaga bisa lapor spt... Huh,2022-03-08 04:00:12
Saroni Roni,5,"Mudah"" dpt membantu",2022-03-07 23:54:05
Rizkids,1,ini apk resmi dari djp tapi ga ada menu lapor spt. payah..,2022-03-07 23:11:45
R3 Family Razka-Raisyah-Raffasyah,5,Ok bagus,2022-03-07 11:15:24
SAMUDRA,1,Bisa masuk tp ko gk bisa buat laporan spt tahunan... Gimana sih nih aplikasi,2022-03-07 09:43:07
Andri 123,5,Sangat bagus..,2022-03-07 05:21:41
Badut Juara,5,Sangat bagus dan memuaskan,2022-03-07 02:51:45
H.M Ki Hendarto,5,Ok banget,2022-03-07 02:49:46
adam pandu,1,"Payah udh daftar lolos verifikasi udh dapet no kartu nya npwp , tetapi ga bisa masuk dengan alesan kesalahan data aneh",2022-03-06 06:04:04
Senja Lumayung,1,Daftar online permintaan no EFIN lama banget.,2022-03-05 12:28:52
Rahmansyah Herdaya,5,Bintang lima,2022-03-05 06:31:31
Achmad Nur Fuat,4,Sangat membantu,2022-03-04 08:46:12
Deni Kurniawan,1,Nggak bisa isi SPT,2022-03-04 08:11:59
Marcos,1,Login jgn diribetin,2022-03-04 08:06:12
Hendra Purnama,1,"Aplikasi sangat lamban, tidak berkualitas",2022-03-04 03:20:57
Abdul Ganing,1,Gk ada yg versi lama k... Ini di pake login sj gk bisa,2022-03-04 01:17:55
Hadi Ningrat,1,Muter muter nggak jelas dan nggak bisa dipakai.,2022-03-03 15:27:25
Heni Hemalisa,5,Ok,2022-03-02 07:19:41
kasturi TV,5,Goood,2022-03-02 06:35:36
aditya fa,1,Tidak bisa untuk lapor pajk online,2022-03-01 01:33:52
Alifian Donny,1,"tidak bisa login, padahal npwp dan password sudah benar. sebab. saya coba di web itu bisa, nah ketika saya coba di aplikasi ini selalu muncul notif bahwa npwp atau email salah, dan itu tidak 1 2 kali,",2022-02-28 07:57:22
Charizma Azry Topaz Barata Barata,5,Terimakasih DJP sudah memberikan aplikasi yang mudah diakses. Login menggunakan npwp dan pass djponline. Apabila belum pernah aktivasi djponline.pajak.go.id dimohon segera ke KPP ataupun lewat medsos KPP ataupun lewat admin whatsapp. Mudah bgt! Senengnya sekarang aku gampang bikin billing dan ga repot-repot. Terus diaplikasi ini ingetin aku tenggat waktu pelaporan dan pembayaran. Terus diaplikasi ini ad catatan dan record pembuatan billing aku. Bingung2 silahkan hub wa helpdesk KPP. Thankyouuu!,2022-02-27 15:24:37
Muhamad Riyan Afriyanto,1,kendala saat login,2022-02-26 23:10:45
Rofina Ivon,5,Bagus,2022-02-26 14:25:30
TOSO GAES,5,Ok jugga,2022-02-26 14:19:47
IBRAHIM HAMID,5,"Aplikasi sudah baik, perlu ditingkatkan untuk link2 video youtube tutorial aplikasi pajak",2022-02-26 13:47:51
Imin Fatah,1,Gak bisa di gunain,2022-02-26 02:23:28
Taupik Rahmat,2,Yang RAHMAT ULLAH u hav via DM agar,2022-02-25 14:47:14
Hadi Meidiyan,5,Kemenkeu perlu mengembangkan Aplikasi Akuntansi (Kasir s.d. Neraca) yang terintegrasi dengan Aplikasi Perpajakan Perorangan/Badan supaya Penerimaan Negara dari sektor perpajakan optimal.,2022-02-25 04:30:37
good life,1,Susah bgt...eror trus...salah paasword eror...akhirny lupa password pun masukin data betul...tetap eror trus harus gimana???,2022-02-24 09:23:14
Diki Romadoni,1,Tim IT terburuk pada sebuah lembaga pemerintah,2022-02-24 08:04:10
Levina Kirana,2,Here,2022-02-24 06:09:59
Rima Emiliyana,1,"Mw lapor SPT aja serverny bermasalah mulu, giliran g lapor ntar dpt surat cinta, tolong lah diperbaiki, banyak org kita yg pinter2 ttg IT itu direkrut, gemeesss deh",2022-02-24 05:51:00
Jiyani Septiawati,1,Bikin ribet.. Mau login aja susah banget,2022-02-23 23:43:26
Asep Mudrikah,1,Aplikasinya ngeselin hrus ada verifikasi email tapi pas masuk mulai dri awal trus payah,2022-02-23 07:50:29
Muhammad Fathoni,1,Menu perlu di benahi seperti adanya pelaporan SPT tahunan.,2022-02-23 04:52:02
angga obob,1,Petugas kurang menguasai edukasi tolong di perhatikan Untuk pelayanan tidak begitu paham di bidangnya (natar lampung). Terimakasih 🙏,2022-02-23 04:16:30
R3 connect,1,"Kurang lengkap, harusnya juga include fitur di web biar gak dual fungsi. Buang buang anggaran, kurang praktis",2022-02-22 15:43:42
"USIN SUSANTO, S.Pd.I",5,Sangat membantu,2022-02-22 13:24:15
Purnomo Nomo,5,Oke lah,2022-02-22 04:32:15
Rey Naldy,1,"PUNYA SISTEM KOK RIBET MAU LAPOR SPT TAHUNAN SUSAHNYA MINTA AMPUN, TELFON CALL CENTER MALAH DIBILANG SEDANG SIBUK MELAYANI. KECEWA DENGAN SISTEM PAJAK YG KURANG BAIK SEPERTI INI",2022-02-22 03:27:30
yusuf rohmatulloh,1,"Diperbaiki tim IT ini bagaimana mau login salah terus, lha wong nulis nomor npwpnya aja tidak bisa full. Ya jelas salah terus. Mau gapake simbol titik pun tidak bisa. Segera perbaiki!",2022-02-21 16:35:04
aditya saputra,1,"Sistem di aplikasi klo bisa jangan via telp akan boros pulsa, coba pakai fitur chat juga.",2022-02-21 01:29:11
Tarjoni Taryanto,1,Aplikasi ribet mau lapor SPT TAHUNAN MALAH SUSAH... Bangke,2022-02-18 14:52:09
Dani Abdillah,1,"RIBET ANJENG, NYURUH WARGANYA WAJIB PAJAK, MAU NGURUS AJA DIPERSULIT.",2022-02-18 03:25:11
Muhammad Wt,1,Kapan negara mau maju petugas pajak aja males kayak nya kasih layanan rakyat.Pecat sja petugas kayak gtu negara rugi gaji orang2 gk becus.makan gaji buta uang rakyat kau .tak laporin ke staf presiden lewat imail klian bakalan biar tau pusat sekalian mau main2 sama rakyat,2022-02-18 01:36:08
siksa alamkubur,1,"Ini kah yg d namakan negara maju, sungguh birokrasi bobrok apakah mmg sengaja d settimg supaya budayakan nembak",2022-02-18 01:03:36
Takbir Sira,3,Memuaskan,2022-02-16 23:29:25
Raden Dikril Hakim,1,"Sudah bayar pajak, Mau lapor SPT gabisa di app, di web pun error. Hmmm. Terus kemana atuh...?",2022-02-16 05:09:36
Arman Arman,5,Mantap..lebih memudahkan masyarakat Indonesia dalam urusan pajak.,2022-02-16 03:03:22
Lalu Radiyan Sambi,2,"Percobaan , semoga tidak mengecewakan.",2022-02-15 12:30:56
Memet Azami,5,Ol,2022-02-15 12:07:02
Muhamad Alim Cahyono,1,Ingin bayar pajak aja dipersulit..kalau gabayar pajak dikejar²..sebenarnya lu niat gak si?,2022-02-15 10:07:53
Adnanjamal Hutabarat,3,"Untuk lapor pajak apakah aplikasi ini juga? Karena biasa djp online, kenapa ada perubahan ya?",2022-02-15 02:06:39
Irvan Cahyo,5,"Asli, aku biasanya ngga pernah bisa masuk dan dianggap NPWP dan Password salah. Kusering Uninstal karena kecewa, tapi anehnya barusan kudowload tbtb bisa login lagi, pdhl niatnya mau chat Helpdesk KPP. Seneng banget 😊",2022-02-13 12:05:27
Middin Karimah,5,Saya sangat puas menggunakan aplikasi Pajak ini. Thank you,2022-02-13 11:48:51
Edwin Rinjani,5,Ok,2022-02-13 08:27:45
Romeeza Channel,1,"Aplikasi tidak bisa membantu mau bikin daftar akun DJP masuk nya setengah mati tidak bisa"" log in,kecewa berat pakek bingit🤯😵🤧",2022-02-12 06:13:12
Siti Chotijah,5,cepat,2022-02-12 02:30:33
irma asari,1,"Aneh aplikasinya, sdh diinstal tp ga bsa dibuka. Begini aplikasi pemerintah?",2022-02-11 16:56:59
Fandi Sulistiyo,2,Tiap buka profil malah force close.,2022-02-11 04:49:13
Ridwan Barak,5,Ok,2022-02-11 04:24:19
Hor Horaja,3,"saya gak bisa login d app,padahal no+pw sudah benar,d buka d web juga bisa ... masalah nya d mana, mohon tanggapannya....",2022-02-10 11:19:27
Jay Jahidin,1,Bodo amat lah online tetep harus ke kantor pajak dapetin efin..,2022-02-10 11:01:46
Budhi Samuel,2,Cara mendapatkan NPWP gimana mau daftar kok malah ditanyakan NPWP,2022-02-09 11:45:59
ex gamers,1,Udah isi semua data malah tidak bisa di validasi. Akhirnya ga bisa lanjut ke tahap berikutnya. Mohon solusinya .,2022-02-09 11:01:45
m. saleh,4,Responnya cepat !,2022-02-09 08:04:23
Kurnia Mulyana,1,Tidak bisa isi spt tahunan,2022-02-08 18:07:20
Yuyun Saepudin,5,Oke,2022-02-08 12:41:20
Damak Jawai,5,Lebih mudah bayar pajak.mantap,2022-02-07 17:00:44
alamsyah channel,1,Jelek,2022-02-07 10:28:42
Maria Hespi,5,Bagus,2022-02-07 04:24:33
hoirul anam,5,Mantap,2022-02-05 14:14:34
Ryhan Azel,5,Terima kasih,2022-02-05 01:06:19
farun farun,1,aplikasi gk berguna npwp sama sandi benar tetap aja gk bisa masuk tetap salah perbaiki dulu baru tambah bintang..,2022-02-04 12:48:12
helty vinia,5,Bagus,2022-02-04 12:43:50
Indra per,1,Knp aplikasi pemerintah selalu buruk? Jawab jawab!!,2022-02-04 09:12:28
Andika Wahyu pambudi,1,efin nya kalau bisa proses online aja biar gak usah ke kantor pajak !,2022-02-03 10:40:07
asep bandung,5,Sangat baik,2022-02-03 01:07:14
Cah Bagoes,1,Ga jelass.. susah,2022-02-02 23:02:41
Indra,5,"Biar di respon sama pihak IT nye. Ini aplikasi kurang membantu sekarang, jadi serba susah. Tolong dong perbaiki lagi. Kalo memang masih maintenance. Beri pemberitahuan. Dan tolong pihak terkain kalian Aktif Respon Kritikan masyarakat jangan diem aja.",2022-02-02 13:53:38
Alfian Back,5,Mantap,2022-02-02 08:37:34
Robb erto,2,Awalnya bisa. Sekarang login susah. Ujung-ujungnya buka pakai browser juga.,2022-02-02 07:59:06
yants regent,1,"Jgn di download Tidak bisa log in NPWP dan pasword sudah benar, log in pakai web lancar",2022-02-02 07:26:56
om oplet tua,5,ok sangat membantu dan mudah penggunaanya dengan adanya app ini,2022-02-02 05:42:57
Putri Tunggal,5,Mantaap,2022-02-02 02:47:51
gomgom hvacr,1,Mohon setiap kantor pajak menyediakan fasilitas foto copy. Dan bila perlu semua pegawai pajak itu ganti aja sm pegawai bank BCA agar tau cara melayanin orang.,2022-02-01 14:55:35
Ayu Ferasya,1,Tdk bisa daftar berkali2 gagal aplikasi ny blm sukses,2022-02-01 11:19:10
Y Efrizal,2,Kalau malam kenapa susah bgt masuk aplikasi ini.... apakah dia sedang tidur...,2022-01-31 13:04:56
Butet,3,Saya juga tidak bisa login password dan nomor NPWP sudah benar. Gimana ini solusinya?? Aplikasinya sama sekali tidak membantu,2022-01-31 05:14:41
Didis AL,1,Saya mau minta efin saya lagi tp pas saya masukin npwp salah. Padahal itu no npwp udah bener. Gimana ini???,2022-01-31 03:25:37
Trimo Sutrisno,5,Saya lapor nya langsung dan cepat,2022-01-31 03:06:04
Iwan Santosa,5,Mantap,2022-01-30 15:44:08
A- Wiladeg,2,pegawai pajak mukanya asem.. mereka lupa darimana asal duitnya mereka bisa gajian .. ya dari rakyat yg bayar pajak tp perlakuanya naudzubillah,2022-01-30 05:43:12
Rhyo Aryz,5,dicoba,2022-01-30 03:27:37
Wongso Slamet,1,Mau nya online ..jaringan nya lemooot ..payaaah,2022-01-28 18:42:11
CV NURA JAYA,1,app ini lemooooot dan bermasalaaaaaah,2022-01-28 01:32:15
Hamidah Hamidah,5,Bayar pajak dong,2022-01-28 00:00:58
Elto Rajakape,5,Aplikasinya mantap👍👍,2022-01-27 03:07:46
Widi Wibisono,5,Mantap,2022-01-27 00:53:51
Gunar Setyawan,5,Bagus,2022-01-26 05:49:39
Ian Judono,1,"Ngga bisa login lewat apk padahal bisa login lewat web, harusnya apk kan mempermudah",2022-01-25 12:37:17
Rensi Laurent,2,Awal nya sangat membatu... Habis itu mau login lagi gak bisa... Pdhl no npwp dan pswrd sudah benar🥲🥲 mau bayar pajak ajja susah amat ya... Klw bisa jangan dipersulit... Dimudah kan saja semua nya... Semua sudah serba online... Gak perlu kan antri dtg ke kantor pajak...,2022-01-25 09:27:47
Meri朱美麗,1,Apk nya nyusahin. Mau login bilangnya npwp sm sandi salah. Gila.,2022-01-25 09:04:08
Rahmat Eka Hasibuan,5,I thank you Google,2022-01-25 06:20:49
D - End,1,"Disini gagal login dengan alasan no npwp tidak sesuai dengan pasword, padahal via web lancar² aja",2022-01-25 05:16:55
Riki Kurniasandi,1,Ketika login d teken masuk malah diam aja 🤔,2022-01-24 23:55:29
Mas Agus Iwan Saputra,2,"Knpa login di web bisa,pas di aplikasi selalu error no NPWP dan paswordnya salah🤦‍♂️🤦‍♂️🤦‍♂️,tolong segera diperbaiki",2022-01-24 12:06:18
AH kumaha uing,1,ribet amat lah masih harus ke kantor cabang ngapain musti adain online.. mau aktivasi NPWP ja susah. cobalah untuk dapatin Efin secara ONLINE. kalo harus datang ke kantor ngapain cape secara online,2022-01-24 09:47:34
cagak anime,1,Jangan di download..aplikasi ini hanya portal k web npwp online,2022-01-24 07:18:56
Chevy Suteja,5,Sangat Bagus,2022-01-24 05:52:38
hernaedy sidharta,1,Login bermasalah terus,2022-01-24 02:02:31
Faris Hisyam,1,NPWP tidak valid gmn y bung?,2022-01-22 10:40:37
Iwan Sunara,1,Berkali2 ga dapat kode verifikasi via emailnya... harus diperbaiki lagi kayanya aplikasi nya...,2022-01-21 16:11:12
Abdul mutholib Abdul mutholib,5,Bagus,2022-01-21 06:14:00
Aldhin Sastro,1,Ternyata banyak yg sependapat dengan saya,2022-01-20 12:46:14
Agus Nur Fathoni,5,Semoga membantu WP,2022-01-20 08:41:36
Akhmad Ramadhani,1,Daftar akun pengguna baru selalu error. Aplikasi ngak bisa digunakan,2022-01-20 04:59:59
Begawan Wahyu,1,"Makanya banyak yg ngasih bintang 1, ternyata bener,, ga bisa login. 😖",2022-01-20 04:59:18
Laila Adriana,1,Sumpah yh saya sudah minta aktivasi email berkali kali ga ada yg masuk bikin kunjunga pajak setiap klik tanggal nya selalu ga bisa eror balik ke semula apa lagi dateng langsung ga bisa trus gua harus gmn npwp nya,2022-01-19 18:38:17
Wahid Salahudin,1,"Saya tidak bisa login padahal NPWP dan password saya sudah benar, koneksi aman. Tolong diperbaiki",2022-01-19 10:46:52
