content,source,cleaned,t,sentiment_score,sentiment
Min yg lomba buku cerita gabisa d perpanjang juga ya?,instagram,min yg lomba buku cerita gabisa d perpanjang juga ya,"['min', 'yang', 'lomba', 'buku', 'cerita', 'tidak bisa', 'di', 'perpanjang', 'juga', 'ya']",-27,negative
Langsung gugur ama jumlah minimal followers,instagram,langsung gugur ama jumlah minimal followers,"['langsung', 'gugur', 'sama', 'jumlah', 'minimal', 'followers']",-12,negative
Jelek banget pelayanannya gaditanggapi,instagram,jelek banget pelayanannya gaditanggapi,"['jelek', 'banget', 'pelayanannya', 'gaditanggapi']",-18,negative
"Mohon perhatiannya utk @pajakcibinong pengajuan Efin udh sminggu gak ada balasan, udh email dan WA jg. Bingung kerjaannya pd ngpain",instagram,mohon perhatiannya utk pajakcibinong pengajuan efin udh sminggu gak ada balasan udh email dan wa jg bingung kerjaannya pd ngpain,"['mohon', 'perhatiannya', 'untuk', 'pajakcibinong', 'pengajuan', 'efin', 'sudah', 'sminggu', 'tidak', 'ada', 'balasan', 'sudah', 'email', 'dan', 'wa', 'juga', 'bingung', 'kerjaannya', 'pada', 'ngpain']",-17,negative
Bagaimana cara dapatkan efin ya ? Kebetulan saya tdk tau caranya,instagram,bagaimana cara dapatkan efin ya  kebetulan saya tdk tau caranya,"['bagaimana', 'cara', 'dapatkan', 'efin', 'ya', 'kebetulan', 'saya', 'tidak', 'tau', 'caranya']",-23,negative
"Sampaikan tapi ga ada ranggapan... kalo komplen servernya down, djp cmn bilang kalo lapor ya jgn mepet2... kan rasanya mau di siram kaca... biar sadar diri",instagram,sampaikan tapi ga ada ranggapan kalo komplen servernya down djp cmn bilang kalo lapor ya jgn mepet kan rasanya mau di siram kaca biar sadar diri,"['sampaikan', 'tapi', 'tidak', 'ada', 'ranggapan', 'kalau', 'komplen', 'servernya', 'down', 'djp', 'cuman', 'bilang', 'kalau', 'lapor', 'ya', 'jangan', 'mepet2', 'kan', 'rasanya', 'mau', 'di', 'siram', 'kaca', 'biar', 'sadar', 'diri']",-68,negative
Server DJP down. Tolong segera diperbaiki,instagram,server djp down tolong segera diperbaiki,"['server', 'djp', 'down', 'tolong', 'segera', 'diperbaiki']",-5,negative
"@ditjenpajakri tolong segera diperbaiki servernya, kami sangat kesulitan untuk akses djp online. Mengingat hari ini due date lapor SPT PPH Okt 23. Kami tidak iingin ada keterlambatan pelaporan",instagram,ditjenpajakri tolong segera diperbaiki servernya kami sangat kesulitan untuk akses djp online mengingat hari ini due date lapor spt pph okt  kami tidak iingin ada keterlambatan pelaporan,"['ditjenpajakri', 'tolong', 'segera', 'diperbaiki', 'servernya', 'kami', 'sangat', 'kesulitan', 'untuk', 'akses', 'djp', 'online', 'mengingat', 'hari', 'ini', 'due', 'date', 'lapor', 'seperti', 'pph', 'okt', '23', 'kami', 'tidak', 'iingin', 'ada', 'keterlambatan', 'pelaporan']",-26,negative
Woi servernya woi... kalo ga mampu gausah bikin e bupot unifikasi... servernya ditingkatin...,instagram,woi servernya woi kalo ga mampu gausah bikin e bupot unifikasi servernya ditingkatin,"['woi', 'servernya', 'woi', 'kalau', 'tidak', 'mampu', 'tidak usah', 'bikin', 'e', 'bupot', 'unifikasi', 'servernya', 'ditingkatin']",-41,negative
"Sekelan dirjen pajak, server nya eror dari pagi sampai sore. Lah klo mengakibatkan terlambat lapor gimana? Masa kita di kenai STP bny karna gk bisa lapor akibat server djp online nya eror. Klo seperti ini tetapkan kondisi kahar aja. Kita sebagai WP yg kesulitan dong.",instagram,sekelan dirjen pajak server nya eror dari pagi sampai sore lah klo mengakibatkan terlambat lapor gimana masa kita di kenai stp bny karna gk bisa lapor akibat server djp online nya eror klo seperti ini tetapkan kondisi kahar aja kita sebagai wp yg kesulitan dong,"['sekelan', 'dirjen', 'pajak', 'server', 'ya', 'eror', 'dari', 'pagi', 'sampai', 'sore', 'lah', 'kalau', 'mengakibatkan', 'terlambat', 'lapor', 'bagaimana', 'masa', 'kita', 'di', 'kenai', 'setiap', 'bny', 'karena', 'tidak', 'bisa', 'lapor', 'akibat', 'server', 'djp', 'online', 'ya', 'eror', 'kalau', 'seperti', 'ini', 'tetapkan', 'kondisi', 'kahar', 'saja', 'kita', 'sebagai', 'wp', 'yang', 'kesulitan', 'dong']",-89,negative
"Susah bangett kring pajakk ampun dah service bad banget,udah mana ambil dari gaji saya ,tapi pelayanannya kok gini yaaaaaa",instagram,susah bangett kring pajakk ampun dah service bad bangetudah mana ambil dari gaji saya tapi pelayanannya kok gini yaaaaaa,"['susah', 'banget', 'kring', 'pajakk', 'ampun', 'sudah', 'service', 'bad', 'bangetudah', 'mana', 'ambil', 'dari', 'gaji', 'saya', 'tapi', 'pelayanannya', 'kok', 'begini', 'ya']",-81,negative
bagaimana cara agar negara ini bisa kaya ? Kalau pejabat pejabat nya cuman mementingkan diri sendiri selagi mereka masih mendapatkan kekayaan secara instan dari hasil pajak rakyat,instagram,bagaimana cara agar negara ini bisa kaya  kalau pejabat pejabat nya cuman mementingkan diri sendiri selagi mereka masih mendapatkan kekayaan secara instan dari hasil pajak rakyat,"['bagaimana', 'cara', 'agar', 'negara', 'ini', 'bisa', 'kayak', 'kalau', 'pejabat', 'pejabat', 'ya', 'cuman', 'mementingkan', 'diri', 'sendiri', 'selagi', 'mereka', 'masih', 'mendapatkan', 'kekayaan', 'secara', 'instan', 'dari', 'hasil', 'pajak', 'rakyat']",-58,negative
"Mau perubahan data, tapi livechat tidak bisa digunakan. Kring pajak juga tidak bisa disambung",instagram,mau perubahan data tapi livechat tidak bisa digunakan kring pajak juga tidak bisa disambung,"['mau', 'perubahan', 'data', 'tapi', 'livechat', 'tidak', 'bisa', 'digunakan', 'kring', 'pajak', 'juga', 'tidak', 'bisa', 'disambung']",-45,negative
ini server lg maintenance ya?,instagram,ini server lg maintenance ya,"['ini', 'server', 'lagi', 'maintenance', 'ya']",-21,negative
Tetap sehat semangat & bahagia ya gaeesss..,instagram,tetap sehat semangat  bahagia ya gaeesss,"['tetap', 'sehat', 'semangat', 'bahagia', 'ya', 'gaeesss']",-9,negative
Ngadu ke kode etik. Eh nantinya WP jdi di Persulit,instagram,ngadu ke kode etik eh nantinya wp jdi di persulit,"['mengadu', 'ke', 'kode', 'etik', 'eh', 'nantinya', 'wp', 'jadi', 'di', 'persulit']",-23,negative
Boong bgt,instagram,boong bgt,"['bohong', 'banget']",-14,negative
"jadi males bayar pajak, beloknya ke pegawainya bukan ke negaranya.",instagram,jadi males bayar pajak beloknya ke pegawainya bukan ke negaranya,"['jadi', 'malas', 'bayar', 'pajak', 'beloknya', 'ke', 'pegawainya', 'bukan', 'ke', 'negaranya']",-21,negative
"Jiahhh kita mati”an kerja di potong pajak, eh taunya uangnya di makan sama orang model bapaknya dandi , GAK MALUUUUU",instagram,jiahhh kita matian kerja di potong pajak eh taunya uangnya di makan sama orang model bapaknya dandi  gak maluuuuu,"['jiahhh', 'kita', 'matian', 'kerja', 'di', 'potong', 'pajak', 'eh', 'taunya', 'uangnya', 'di', 'makan', 'sama', 'orang', 'model', 'bapaknya', 'dandi', 'tidak', 'maluuuuu']",-52,negative
"Pajak doang gede, gaji naik cuma 60rb. Lembur cuma buat ngegedein omset pajak!!!",instagram,pajak doang gede gaji naik cuma rb lembur cuma buat ngegedein omset pajak,"['pajak', 'doang', 'gede', 'gaji', 'naik', 'cuma', '60rb', 'lembur', 'cuma', 'buat', 'ngegedein', 'omset', 'pajak']",-25,negative
membantu rakyat dgn cara mencekik rakyat yg lain,instagram,membantu rakyat dgn cara mencekik rakyat yg lain,"['membantu', 'rakyat', 'dengan', 'cara', 'mencekik', 'rakyat', 'yang', 'lain']",-26,negative
Mana coba laporn realisasinya kaya apa,instagram,mana coba laporn realisasinya kaya apa,"['mana', 'coba', 'laporn', 'realisasinya', 'kayak', 'apa']",-7,negative
Maliiiing~,instagram,maliiiing,['maliiiing'],-9,negative
Semoga tidurnya nyenyak ya bapak & ibu terimakasih kebijakannya yang sama sekali merugikan  kalo saya gak ikhlas dunia akhirat hasil keringet saya dipotong segitu besarnya,instagram,semoga tidurnya nyenyak ya bapak  ibu terimakasih kebijakannya yang sama sekali merugikan  kalo saya gak ikhlas dunia akhirat hasil keringet saya dipotong segitu besarnya,"['semoga', 'tidurnya', 'nyenyak', 'ya', 'bapak', 'ibu', 'terimakasih', 'kebijakannya', 'yang', 'sama', 'sekali', 'merugikan', 'kalau', 'saya', 'tidak', 'ikhlas', 'dunia', 'akhirat', 'hasil', 'keringet', 'saya', 'dipotong', 'segitu', 'besarnya']",-37,negative
Tolong ya org pajak gaji naik gak seberapa pajak potongan makin tinggi aja.... Kalian dong ama yg krj ampe bengek2 pas gajian maen potong gak kira2.. Kalian krj pd enak santai gak keluar keringat tinggal potong gaji para pekerja..... Gak ikhlas dunia akhirat gaji suami sya di potong banyak bgt ama org2 pajak... Yg krj ny cuma mantauin pendapatan org para pekerja aja...,instagram,tolong ya org pajak gaji naik gak seberapa pajak potongan makin tinggi aja kalian dong ama yg krj ampe bengek pas gajian maen potong gak kira kalian krj pd enak santai gak keluar keringat tinggal potong gaji para pekerja gak ikhlas dunia akhirat gaji suami sya di potong banyak bgt ama org pajak yg krj ny cuma mantauin pendapatan org para pekerja aja,"['tolong', 'ya', 'orang', 'pajak', 'gaji', 'naik', 'tidak', 'seberapa', 'pajak', 'potongan', 'makin', 'tinggi', 'saja', 'kalian', 'dong', 'sama', 'yang', 'krj', 'sampai', 'bengek2', 'pas', 'gajian', 'main', 'potong', 'tidak', 'kira-kira', 'kalian', 'krj', 'pada', 'enak', 'santai', 'tidak', 'keluar', 'keringat', 'tinggal', 'potong', 'gaji', 'para', 'pekerja', 'tidak', 'ikhlas', 'dunia', 'akhirat', 'gaji', 'suami', 'saya', 'di', 'potong', 'banyak', 'banget', 'sama', 'orang-orang', 'pajak', 'yang', 'krj', 'nya', 'cuma', 'mantauin', 'pendapatan', 'orang', 'para', 'pekerja', 'saja']",-171,negative
Bikin billing gabisa bisa. Maintenance terus² an,instagram,bikin billing gabisa bisa maintenance terus an,"['bikin', 'billing', 'tidak bisa', 'bisa', 'maintenance', 'terus', 'an']",-36,negative
"Mau nanya dong admin, tersedianya nomor kring pajak 1500200 itu untuk apa ya tersedia kalo ga bisa dihubungi?",instagram,mau nanya dong admin tersedianya nomor kring pajak  itu untuk apa ya tersedia kalo ga bisa dihubungi,"['mau', 'bertanya', 'dong', 'admin', 'tersedianya', 'nomor', 'kring', 'pajak', '1500200', 'itu', 'untuk', 'apa', 'ya', 'tersedia', 'kalau', 'tidak', 'bisa', 'dihubungi']",-37,negative
"Kerja smpe keringet ke bool2 gaji kaga naek potongan pajaknya gak kira-kira, makin kaya tuh bapaknnya dandi",instagram,kerja smpe keringet ke bool gaji kaga naek potongan pajaknya gak kirakira makin kaya tuh bapaknnya dandi,"['kerja', 'sampai', 'keringet', 'ke', 'bool2', 'gaji', 'kagak', 'naik', 'potongan', 'pajaknya', 'tidak', 'kirakira', 'makin', 'kayak', 'tuh', 'bapaknnya', 'dandi']",-16,negative
Program gizi nya yang kayak mana?,instagram,program gizi nya yang kayak mana,"['program', 'gizi', 'ya', 'yang', 'kayak', 'mana']",-17,negative
Koq reimburs kena pajak penghasilan ya ? Termasuk reimburs sakit?,instagram,koq reimburs kena pajak penghasilan ya  termasuk reimburs sakit,"['kok', 'reimburs', 'kena', 'pajak', 'penghasilan', 'ya', 'termasuk', 'reimburs', 'sakit']",-38,negative
"Pajak macam apa lagi ini, bilangnya mau menyejahterakan rakyat tp yg ada malah menyiksa rakyat!!! Reimburse kesehatan itu kita bayar jg ke RS/klinik dgn nominal yg sama apanya jd pendapatan utk pribadi?! Bahkan kadang2 nombok krn ada supporting document yg tdk lolos di HR kantor. Jadi kalo kena pajak gini, karyawan sakit suruh KERJA AJA TEROS. Otaknya pada ke mana sih yg nyusun aturan ini?!?",instagram,pajak macam apa lagi ini bilangnya mau menyejahterakan rakyat tp yg ada malah menyiksa rakyat reimburse kesehatan itu kita bayar jg ke rsklinik dgn nominal yg sama apanya jd pendapatan utk pribadi bahkan kadang nombok krn ada supporting document yg tdk lolos di hr kantor jadi kalo kena pajak gini karyawan sakit suruh kerja aja teros otaknya pada ke mana sih yg nyusun aturan ini,"['pajak', 'macam', 'apa', 'lagi', 'ini', 'bilangnya', 'mau', 'menyejahterakan', 'rakyat', 'tapi', 'yang', 'ada', 'malah', 'menyiksa', 'rakyat', 'reimburse', 'kesehatan', 'itu', 'kita', 'bayar', 'juga', 'ke', 'rsklinik', 'dengan', 'nominal', 'yang', 'sama', 'apanya', 'jadi', 'pendapatan', 'untuk', 'pribadi', 'bahkan', 'kadang2', 'nombok', 'karena', 'ada', 'supporting', 'document', 'yang', 'tidak', 'lolos', 'di', 'hari', 'kantor', 'jadi', 'kalau', 'kena', 'pajak', 'begini', 'karyawan', 'sakit', 'suruh', 'kerja', 'saja', 'teros', 'otaknya', 'pada', 'ke', 'mana', 'sih', 'yang', 'nyusun', 'aturan', 'ini']",-164,negative
"Klo PNS perjalanan dinas ,mobil dinas, rumah dinas, voucher pertamina ,semua fasilitas non tunai di kenain ga? Ato buat swasta aja?",instagram,klo pns perjalanan dinas mobil dinas rumah dinas voucher pertamina semua fasilitas non tunai di kenain ga ato buat swasta aja,"['kalau', 'pns', 'perjalanan', 'dinas', 'mobil', 'dinas', 'rumah', 'dinas', 'voucher', 'pertamina', 'semua', 'fasilitas', 'non', 'tunai', 'di', 'kenain', 'tidak', 'atau', 'buat', 'swasta', 'saja']",-27,negative
"Kalau dpt voucher belanja untuk reward masa kerja tiap 2 thn, termasuk bingkisan (yg ada batasannya) atau full nilai voucher nya kena pajak?",instagram,kalau dpt voucher belanja untuk reward masa kerja tiap  thn termasuk bingkisan yg ada batasannya atau full nilai voucher nya kena pajak,"['kalau', 'dapat', 'voucher', 'belanja', 'untuk', 'reward', 'masa', 'kerja', 'tiap', '2', 'tahun', 'termasuk', 'bingkisan', 'yang', 'ada', 'batasannya', 'atau', 'full', 'nilai', 'voucher', 'ya', 'kena', 'pajak']",-21,negative
"cek DM min, gangguan terus djpnya...",instagram,cek dm min gangguan terus djpnya,"['cek', 'dm', 'min', 'gangguan', 'terus', 'djpnya']",-13,negative
Semoga bisa menjelaskan yg tidak begitu jelas menjadi sejelas jelas nya,instagram,semoga bisa menjelaskan yg tidak begitu jelas menjadi sejelas jelas nya,"['semoga', 'bisa', 'menjelaskan', 'yang', 'tidak', 'begitu', 'jelas', 'menjadi', 'sejelas', 'jelas', 'ya']",-38,negative
"Halo pak / bu admin… kalau penerima fasilitas kendaraan adalah salah satu pemegang saham, tetapi penghasilan bruto nya tidak melebihi 100 jt/ bulan. Apakah fasilitas tersebut termasuk objek pajak ? Mohon pencerahan nya.. terima kasih.",instagram,halo pak  bu admin kalau penerima fasilitas kendaraan adalah salah satu pemegang saham tetapi penghasilan bruto nya tidak melebihi  jt bulan apakah fasilitas tersebut termasuk objek pajak  mohon pencerahan nya terima kasih,"['halo', 'pak', 'bu', 'admin', 'kalau', 'penerima', 'fasilitas', 'kendaraan', 'adalah', 'salah', 'satu', 'pemegang', 'saham', 'tetapi', 'penghasilan', 'bruto', 'ya', 'tidak', 'melebihi', '100', 'juta', 'bulan', 'apakah', 'fasilitas', 'tersebut', 'termasuk', 'objek', 'pajak', 'mohon', 'pencerahan', 'ya', 'terima', 'kasih']",-56,negative
Mantapppp RAKYAT DI PALAK PAJAK TRUSSSS.. HASIL AKHIR DIKORUPSI DEH SAMA PARA PEJABAT.. @ditjenpajakri @smindrawati,instagram,mantapppp rakyat di palak pajak trussss hasil akhir dikorupsi deh sama para pejabat ditjenpajakri smindrawati,"['mantapppp', 'rakyat', 'di', 'palak', 'pajak', 'terus', 'hasil', 'akhir', 'dikorupsi', 'deh', 'sama', 'para', 'pejabat', 'ditjenpajakri', 'smindrawati']",-52,negative
"Nah gini min jadi yg awam biar tau yg udah tahu biar lebih paham
Tapi ya petugas pajak kerjanya juga harus bener
Semangat petugas pajak",instagram,"nah gini min jadi yg awam biar tau yg udah tahu biar lebih paham
tapi ya petugas pajak kerjanya juga harus bener
semangat petugas pajak","['nah', 'begini', 'min', 'jadi', 'yang', 'awam', 'biar', 'tau', 'yang', 'sudah', 'tahu', 'biar', 'lebih', 'paham', 'tapi', 'ya', 'petugas', 'pajak', 'kerjanya', 'juga', 'harus', 'benar', 'semangat', 'petugas', 'pajak']",-91,negative
Kenikmatan yang jadi tidak nikmat gara gara kamu @ditjenpajakri,instagram,kenikmatan yang jadi tidak nikmat gara gara kamu ditjenpajakri,"['kenikmatan', 'yang', 'jadi', 'tidak', 'nikmat', 'gara', 'gara', 'kamu', 'ditjenpajakri']",-17,negative
Pajak terooos,instagram,pajak terooos,"['pajak', 'terooos']",-9,negative
"mantap, semua rakyat dipalak dengan dalih ""pajak"" huahahaha",instagram,mantap semua rakyat dipalak dengan dalih pajak huahahaha,"['mantap', 'semua', 'rakyat', 'dipalak', 'dengan', 'dalih', 'pajak', 'huahahaha']",-20,negative
"gedean yang 6,5tahun tuh",instagram,gedean yang tahun tuh,"['gedean', 'yang', '65tahun', 'tuh']",-5,negative
Hampir setara 6 tahun kalau dikorupsi,instagram,hampir setara  tahun kalau dikorupsi,"['hampir', 'setara', '6', 'tahun', 'kalau', 'dikorupsi']",-8,negative
dana ikn kurang makanya pajak naik,instagram,dana ikn kurang makanya pajak naik,"['dana', 'ikn', 'kurang', 'makanya', 'pajak', 'naik']",-13,negative
Bandingin sama negara tetangga dong.. biar keliatan jauh nya,instagram,bandingin sama negara tetangga dong biar keliatan jauh nya,"['bandingkan', 'sama', 'negara', 'tetangga', 'dong', 'biar', 'kelihatan', 'jauh', 'ya']",-25,negative
Wooww 73 % apbn dari rakyat untuk ............(Silahkan diisi),instagram,wooww   apbn dari rakyat untuk silahkan diisi,"['wooww', '73', 'apbn', 'dari', 'rakyat', 'untuk', 'silakan', 'diisi']",-2,negative
Banyakan yg dikorupsi apa buat subsidi?,instagram,banyakan yg dikorupsi apa buat subsidi,"['banyakan', 'yang', 'dikorupsi', 'apa', 'buat', 'subsidi']",-16,negative
"Minyak mentah ada di kita, yg kenyang Singapura",instagram,minyak mentah ada di kita yg kenyang singapura,"['minyak', 'mentah', 'ada', 'di', 'kita', 'yang', 'kenyang', 'singapura']",-14,negative
Ditambah dikit jadi 300T,instagram,ditambah dikit jadi t,"['ditambah', 'dikit', 'jadi', '300t']",-6,negative
stop bayar pajak,instagram,stop bayar pajak,"['stop', 'bayar', 'pajak']",-15,negative
Kenapa ga sekalian nafas dipajakin,instagram,kenapa ga sekalian nafas dipajakin,"['kenapa', 'tidak', 'sekalian', 'nafas', 'dipajakin']",-27,negative
subsidi itu tanda pemerintah gak mampu mensejahterakan rakyat,instagram,subsidi itu tanda pemerintah gak mampu mensejahterakan rakyat,"['subsidi', 'itu', 'tanda', 'pemerintah', 'tidak', 'mampu', 'mensejahterakan', 'rakyat']",-17,negative
"oke, sekarang spill berapa nominal uang rakyat yang hilang karena dikorupsi pejabat.",instagram,oke sekarang spill berapa nominal uang rakyat yang hilang karena dikorupsi pejabat,"['oke', 'sekarang', 'spill', 'berapa', 'nominal', 'uang', 'rakyat', 'yang', 'hilang', 'karena', 'dikorupsi', 'pejabat']",-15,negative
Tross doktrin tross,instagram,tross doktrin tross,"['tross', 'doktrin', 'tross']",-3,negative
"Mantap Min, usahanya Harvey Moeis bisa nutupin subsidii 1 tahun",instagram,mantap min usahanya harvey moeis bisa nutupin subsidii  tahun,"['mantap', 'min', 'usahanya', 'harvey', 'moeis', 'bisa', 'menutupi', 'subsidii', '1', 'tahun']",-4,negative
Seru ni,instagram,seru ni,"['seru', 'nih']",-5,negative
"Mohon info, apakah faktur pajak sudah menggunakan format npwp 16 digit?",instagram,mohon info apakah faktur pajak sudah menggunakan format npwp  digit,"['mohon', 'info', 'apakah', 'faktur', 'pajak', 'sudah', 'menggunakan', 'format', 'npwp', '16', 'digit']",-32,negative
Mohon maaf mau tanya. Kenapa mau daftar online tidak bisa pake kartu 3 buat otp nya,instagram,mohon maaf mau tanya kenapa mau daftar online tidak bisa pake kartu  buat otp nya,"['mohon', 'maaf', 'mau', 'tanya', 'kenapa', 'mau', 'daftar', 'online', 'tidak', 'bisa', 'pakai', 'kartu', '3', 'buat', 'otp', 'ya']",-47,negative
Mohon maaf ini djp online sy knp masih gk bisa log in y,instagram,mohon maaf ini djp online sy knp masih gk bisa log in y,"['mohon', 'maaf', 'ini', 'djp', 'online', 'saya', 'kenapa', 'masih', 'tidak', 'bisa', 'log', 'ini', 'ya']",-71,negative
"Setelah STTR ini ada aturan baru kah, yang mengatur pengenaan pajak antar negara?",instagram,setelah sttr ini ada aturan baru kah yang mengatur pengenaan pajak antar negara,"['setelah', 'sttr', 'ini', 'ada', 'aturan', 'baru', 'kah', 'yang', 'mengatur', 'pengenaan', 'pajak', 'antar', 'negara']",-26,negative
halo saya sdh tdk bkrja dr januari 2023. bisabantu nonaktifkan npwp sy?,instagram,halo saya sdh tdk bkrja dr januari  bisabantu nonaktifkan npwp sy,"['halo', 'saya', 'sudah', 'tidak', 'bkrja', 'dari', 'januari', '2023', 'bisabantu', 'nonaktifkan', 'npwp', 'saya']",-35,negative
Pasti yg punya akun medadak bingung knp rame,instagram,pasti yg punya akun medadak bingung knp rame,"['pasti', 'yang', 'punya', 'akun', 'medadak', 'bingung', 'kenapa', 'rame']",-19,negative
data yg bocor gmn pa??,instagram,data yg bocor gmn pa,"['data', 'yang', 'bocor', 'bagaimana', 'apa']",-15,negative
Razman blm bayar pajak pa,instagram,razman blm bayar pajak pa,"['razman', 'belum', 'bayar', 'pajak', 'apa']",-24,negative
"Bapak/Ibu tolong diperiksa tempat makan milik artis Ibnu Jamil yaitu @jamilos.id . Mereka buka tempat makan di trotoar (hak pejalan kaki), lalu jualan dengan mengambil listrik dan harga yang tertera mirip restoran umum yang ada pajaknya. Masa artis ga bayar pajak sih?",instagram,bapakibu tolong diperiksa tempat makan milik artis ibnu jamil yaitu jamilosid  mereka buka tempat makan di trotoar hak pejalan kaki lalu jualan dengan mengambil listrik dan harga yang tertera mirip restoran umum yang ada pajaknya masa artis ga bayar pajak sih,"['bapakibu', 'tolong', 'diperiksa', 'tempat', 'makan', 'milik', 'artis', 'ibnu', 'jamil', 'yaitu', 'jamilosid', 'mereka', 'buka', 'tempat', 'makan', 'di', 'trotoar', 'hak', 'pejalan', 'kaki', 'lalu', 'jualan', 'dengan', 'mengambil', 'listrik', 'dan', 'harga', 'yang', 'tertera', 'mirip', 'restoran', 'umum', 'yang', 'ada', 'pajaknya', 'masa', 'artis', 'tidak', 'bayar', 'pajak', 'sih']",-56,negative
"knp bisa seorang @razmannasution71 itu belum bayar pajak?? jgn berlaku gak adil ya sama kami rakyat biasa. cemburu juga kami, krn gak adil rasanya.",instagram,knp bisa seorang razmannasution itu belum bayar pajak jgn berlaku gak adil ya sama kami rakyat biasa cemburu juga kami krn gak adil rasanya,"['kenapa', 'bisa', 'seorang', 'razmannasution71', 'itu', 'belum', 'bayar', 'pajak', 'jangan', 'berlaku', 'tidak', 'adil', 'ya', 'sama', 'kami', 'rakyat', 'biasa', 'cemburu', 'juga', 'kami', 'karena', 'tidak', 'adil', 'rasanya']",-89,negative
Masa depan untuk siapa? Untuk pejabat kan,instagram,masa depan untuk siapa untuk pejabat kan,"['masa', 'depan', 'untuk', 'siapa', 'untuk', 'pejabat', 'kan']",-14,negative
"Min mau tanya, untuk pnbp apakah boleh jika dikenakan pada satu objek yang sama?",instagram,min mau tanya untuk pnbp apakah boleh jika dikenakan pada satu objek yang sama,"['min', 'mau', 'tanya', 'untuk', 'pnbp', 'apakah', 'boleh', 'jika', 'dikenakan', 'pada', 'satu', 'objek', 'yang', 'sama']",-19,negative
Masa depan oknum (katanya),instagram,masa depan oknum katanya,"['masa', 'depan', 'oknum', 'katanya']",-1,negative
Pajak untuk gaji dan piknik rapat pejabat??,instagram,pajak untuk gaji dan piknik rapat pejabat,"['pajak', 'untuk', 'gaji', 'dan', 'piknik', 'rapat', 'pejabat']",-15,negative
masa depan pejabat,instagram,masa depan pejabat,"['masa', 'depan', 'pejabat']",-3,negative
Atas nama undang2 semua di perluas Obyek pajak belum lagi tarifnya dinaikkan....,instagram,atas nama undang semua di perluas obyek pajak belum lagi tarifnya dinaikkan,"['atas', 'nama', 'undang2', 'semua', 'di', 'perluas', 'obyek', 'pajak', 'belum', 'lagi', 'tarifnya', 'dinaikkan']",-37,negative
Ah yang bener?,instagram,ah yang bener,"['ah', 'yang', 'benar']",-14,negative
Yg penting jangan dikolupsi,instagram,yg penting jangan dikolupsi,"['yang', 'penting', 'jangan', 'dikolupsi']",-12,negative
"Iya in aja ,,pura pura ga tahu ,,",instagram,iya in aja pura pura ga tahu,"['iya', 'ini', 'saja', 'pura', 'pura', 'tidak', 'tahu']",-25,negative
Pajakin rakyat untuk sejahterakan pejabat..,instagram,pajakin rakyat untuk sejahterakan pejabat,"['pajakin', 'rakyat', 'untuk', 'sejahterakan', 'pejabat']",-3,negative
"Uang pajak Kalo di kelola dengan baik dari Pemerintah Pusat sampai Desa tentu akan sejahtera negara ini, masalahnya kurang baik.",instagram,uang pajak kalo di kelola dengan baik dari pemerintah pusat sampai desa tentu akan sejahtera negara ini masalahnya kurang baik,"['uang', 'pajak', 'kalau', 'di', 'kelola', 'dengan', 'baik', 'dari', 'pemerintah', 'pusat', 'sampai', 'desa', 'tentu', 'akan', 'sejahtera', 'negara', 'ini', 'masalahnya', 'kurang', 'baik']",-55,negative
"Mereka yang mana min? Masih banyak yg sangat kurang. Pajak naik terus, tp yg makan pejabat. Haduh, kesel setiap tahun potongan makin gede tp ga makin makmur negeri ini",instagram,mereka yang mana min masih banyak yg sangat kurang pajak naik terus tp yg makan pejabat haduh kesel setiap tahun potongan makin gede tp ga makin makmur negeri ini,"['mereka', 'yang', 'mana', 'min', 'masih', 'banyak', 'yang', 'sangat', 'kurang', 'pajak', 'naik', 'terus', 'tapi', 'yang', 'makan', 'pejabat', 'aduh', 'kesel', 'setiap', 'tahun', 'potongan', 'makin', 'gede', 'tapi', 'tidak', 'makin', 'makmur', 'negeri', 'ini']",-108,negative
"Ga punya masa depan, udah abis buat bayar pajak",instagram,ga punya masa depan udah abis buat bayar pajak,"['tidak', 'punya', 'masa', 'depan', 'sudah', 'habis', 'buat', 'bayar', 'pajak']",-29,negative
kayakny sudah balik ke captha...haha,instagram,kayakny sudah balik ke capthahaha,"['kayakny', 'sudah', 'balik', 'ke', 'capthahaha']",-12,negative
Sejumlah barang/jasa tidak dikenakan atau dibebaskan dari PPN bukti kepedulian kepada rakyat,instagram,sejumlah barangjasa tidak dikenakan atau dibebaskan dari ppn bukti kepedulian kepada rakyat,"['sejumlah', 'barangjasa', 'tidak', 'dikenakan', 'atau', 'dibebaskan', 'dari', 'ppn', 'bukti', 'kepedulian', 'kepada', 'rakyat']",-17,negative
Sembako bebas PPN tapi pengusahanya yang dikenakan pajaknya dan pajak pengusaha tersebut ditambahkan pada harga sembako yang dijualnya.,instagram,sembako bebas ppn tapi pengusahanya yang dikenakan pajaknya dan pajak pengusaha tersebut ditambahkan pada harga sembako yang dijualnya,"['sembako', 'bebas', 'ppn', 'tapi', 'pengusahanya', 'yang', 'dikenakan', 'pajaknya', 'dan', 'pajak', 'pengusaha', 'tersebut', 'ditambahkan', 'pada', 'harga', 'sembako', 'yang', 'dijualnya']",-32,negative
Tetap aja naik emang mereka bawa ga pakai. Ongkos produksi dll,instagram,tetap aja naik emang mereka bawa ga pakai ongkos produksi dll,"['tetap', 'saja', 'naik', 'memang', 'mereka', 'bawa', 'tidak', 'pakai', 'ongkos', 'produksi', 'dll']",-13,negative
